Name,Location,Address,Type,Capacity,Contact,BookingUrl,Lat,Lng,Image,Image2,Image3,Image4,Image5,Image6
Fort Mason Center,"2 Marina Blvd, San Francisco","2 Marina Blvd, San Francisco, CA 94123",Event Complex,Varies,(415) 345-7557,https://fortmason.org/venues/,37.8063,-122.4310,https://fortmason.org/wp-content/uploads/2025/11/FortMasonGatewayPavilion1-1024x667.webp,https://upload.wikimedia.org/wikipedia/commons/7/73/Fort_Mason_Center_and_Downtown_San_Francisco.jpg,https://upload.wikimedia.org/wikipedia/commons/a/aa/Off_the_Grid_Fort_Mason_Center.jpg,https://upload.wikimedia.org/wikipedia/commons/0/00/Golden_Gate_San_Francisco_2014_%2814556137186%29.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7e/View_from_Fort_Mason_-_March_2018_%280108%29.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6b/Fort_Mason_Pier_at_Sunset.jpg
Crissy Field Picnic Area,"Presidio, San Francisco","1750 Lincoln Blvd, San Francisco, CA 94129",Picnic Area,50,(415) 561-5083,https://presidio.gov/explore/picnic-areas,37.8039,-122.4636,https://foresyteapp.com/wp-content/uploads/2025/10/sanfrancisco-crissyfield-1024x553.jpg,https://wp.presidio.gov/wp-content/uploads/2023/07/2.1.91-Crissy-Field-West-Bluff-Picnic-Area-1.jpg,https://wp.presidio.gov/wp-content/uploads/2023/06/Presidio_Spring_23_0195-1.jpg,https://www.nps.gov/common/uploads/cropped_image/primary/02876013-9E95-02DC-59539B23185BA5E8.jpg,,
Lake Merritt Sailboat House,"568 Bellevue Ave, Oakland","568 Bellevue Ave, Oakland, CA 94610",Event Venue,100,(510) 238-7275,https://www.oaklandca.gov/services/submit-lake-merritt-sailboat-house-rental-application,37.8094,-122.2569,https://cao-94612.s3.us-west-2.amazonaws.com/headers/sailboat2.JPG,https://www.oaklandca.gov/files/assets/city/v/1/parks-amp-rec/images/rec-centers/sailboat-house.jfif,https://www.oaklandca.gov/files/assets/city/v/1/parks-amp-rec/images/rec-centers/sailboat.jfif,https://www.oaklandca.gov/files/assets/city/v/1/parks-amp-rec/images/rec-centers/sailboat4.jfif,,
Albany Community Center,"1249 Marin Ave, Albany","1249 Marin Ave, Albany, CA 94706",Community Center,200,(510) 524-9283,https://www.albanyca.gov/Departments/Recreation-Community-Services/Facility-Rentals,37.8893,-122.2986,https://www.albanyca.gov/files/assets/city/v/1/recreation-amp-community-services/documents/facilities/facility-hall.jpg,https://www.albanyca.gov/files/assets/city/v/2/recreation-amp-community-services/images/seating.jpeg,,,,
Alameda Point Gym,"2500 Ferry Point, Alameda","2500 Ferry Point, Alameda, CA 94501",Event Venue,400,(510) 747-7529,https://www.alamedaca.gov/Departments/Recreation-Parks/Alameda-Point-Gym,37.7726,-122.3065,https://www.alamedaca.gov/files/assets/public/v/1/departments/alameda/rec-and-park/arpd-pics/facility-rentals/p1050182.jpg?dimension=pageimage&w=480,https://www.alamedaca.gov/files/assets/public/v/3/departments/alameda/rec-and-park/arpd-pics/parks-and-facilities/alameda-point-gym.jpg,https://live.staticflickr.com/5/10760161_78751c4fc7.jpg,,,
Reinhardt Redwood Picnic Areas,"Redwood Regional Park, Oakland","7867 Redwood Rd, Oakland, CA 94619",Picnic Area,100+,1-888-327-2757,https://www.ebparks.org/recreation/picnics/reinhardt-redwood-picnic-areas,37.8130,-122.1790,https://www.ebparks.org/sites/default/files/styles/short_hero_800_x_686_/public/16x9_Reinhardt%20Redwood_Gary%20Crabbe.jpg?h=c95ba084&itok=TCXpDtCO,https://www.ebparks.org/sites/default/files/styles/original_800w_/public/OldChurch.jpg?itok=7AZnWsgn,https://www.ebparks.org/sites/default/files/styles/original_800w_/public/OldChurch3.jpg?itok=1NvwhieZ,https://upload.wikimedia.org/wikipedia/commons/5/58/Redwood_tree_in_Oakland_California_%28person_for_comparison%29IMG_4881.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4d/Redwood_Park%27s_Golden_Spike_Trail.jpg,
Roberts Regional Recreation Area,"Roberts Regional Park, Oakland","10570 Skyline Blvd, Oakland, CA 94619",Picnic Area,200+,1-888-327-2757,https://www.ebparks.org/recreation/picnics/roberts-picnic-areas,37.8133,-122.1883,https://www.ebparks.org/sites/default/files/styles/short_hero_800_x_686_/public/RO_GaryCrabbe-170423s_EBRPD-0303.jpg?h=c42ad62b&itok=-_xgBgOi,https://www.ebparks.org/sites/default/files/styles/16x9_300w/public/AnnaCosta.jpg?h=def3cf70&itok=HtnKY43c,https://www.ebparks.org/sites/default/files/styles/16x9_300w/public/BayVista1.jpg?h=def3cf70&itok=RD5BS30Q,https://upload.wikimedia.org/wikipedia/commons/8/8c/RobertsRegionalRecreationAreaOaklandCalifornia.jpg,,
Tilden Park Picnic Areas,"Tilden Regional Park, Berkeley","2501 Grizzly Peak Blvd, Berkeley, CA 94708",Picnic Area,50-200,1-888-327-2757,https://www.ebparks.org/recreation/picnics/tilden-picnic-areas,37.8965,-122.2430,https://www.ebparks.org/sites/default/files/styles/short_hero_800_x_686_/public/16x9_Tilden%20Inspiration%20Point_Yvonne%20Rathbone.jpg?h=ddc58dd3&itok=Cui8JnTQ,https://www.ebparks.org/sites/default/files/styles/16x9_300w/public/Big%20Leaf%203.jpg?h=def3cf70&itok=UMVMITxe,https://upload.wikimedia.org/wikipedia/commons/d/de/Tilden_Regional_Park_little_farm.jpg,https://upload.wikimedia.org/wikipedia/commons/7/75/Deer_too_proud_at_Tilden_Regional_Park.jpg,,
Briones Regional Park,"Briones Regional Park, Lafayette","1611 Bear Creek Rd, Lafayette, CA 94549",Picnic Area,150,1-888-327-2757,https://www.ebparks.org/recreation/picnics/briones-picnic-areas,37.9393,-122.1592,https://www.ebparks.org/sites/default/files/styles/short_hero_800_x_686_/public/16x9-BN_Briones_MarcCrumpler_Ward2.png?h=14832055&itok=ad03snyN,https://www.ebparks.org/sites/default/files/styles/16x9_300w/public/BRIONES___Crow3.jpg?h=def3cf70&itok=AjMQglHP,https://upload.wikimedia.org/wikipedia/commons/7/7b/Lafayette_Ridge_-_Briones_Regional_Park_-_San_San_Francisco.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5a/Briones_Regional_Park_April_2024_008.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f8/Briones_Regional_Park_April_2024_023.jpg,
Del Valle Regional Park,"Del Valle Regional Park, Livermore","7000 Del Valle Rd, Livermore, CA 94550",Picnic Area,500,1-888-327-2757,https://www.ebparks.org/recreation/picnics/del-valle-picnic-areas,37.5720,-121.7168,https://www.ebparks.org/sites/default/files/styles/short_hero_800_x_686_/public/16x9_Del%20Valle_Caleb%20Sweet.jpg?h=60451c20&itok=lyUaEmDh,https://www.ebparks.org/sites/default/files/styles/original_800w_/public/Agua_Vista_2.jpg?itok=DWYrV5ai,https://upload.wikimedia.org/wikipedia/commons/b/be/Lake_Del_Valle%2C_Near_Livermore%2C_California_%2810753667465%29.jpg,https://upload.wikimedia.org/wikipedia/commons/1/14/Aerial_view_of_Livermore_and_Lake_Del_Valle%2C_December_2023.JPG,https://upload.wikimedia.org/wikipedia/commons/d/d3/Del_Valle_aerial_with_Livermore_Valley_and_Mount_Diablo.jpg,
Quarry Lakes Regional Recreation Area,"Quarry Lakes, Fremont","2100 Isherwood Way, Fremont, CA 94536",Picnic Area,200,1-888-327-2757,https://www.ebparks.org/recreation/picnics/quarry-lakes-picnic-areas,37.5338,-121.9486,https://www.ebparks.org/sites/default/files/styles/short_hero_800_x_686_/public/16x9_Quarry%20Lakes_Jerry%20Ting.jpg?h=854a7be2&itok=wCwWOUZh,https://www.ebparks.org/sites/default/files/styles/original_600w_/public/LampertKnoll1.png?itok=xSVBQoQf,https://upload.wikimedia.org/wikipedia/commons/d/d0/Neary_Quarry_lake_from_southwest_rim.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8b/Quarry_Lakes_%285003082542%29.jpg,https://upload.wikimedia.org/wikipedia/commons/e/eb/Quarry_Lakes_April_2011_panorama.jpg,
Crown Memorial State Beach,"Crown Beach, Alameda","8th St & Otis Dr, Alameda, CA 94501",Picnic Area,150,1-888-327-2757,https://www.ebparks.org/recreation/picnics/crown-beach-picnic-areas,37.7625,-122.2744,https://www.ebparks.org/sites/default/files/styles/short_hero_800_x_686_/public/16x9_Crown%20Beach_Marc%20Crumpler.jpg?h=5dc9785f&itok=781FMZIE,https://www.ebparks.org/sites/default/files/styles/original_800w_/public/CROWN_BEACH___City_View1.jpg?itok=l3lsoGCc,https://www.ebparks.org/sites/default/files/styles/original_800w_/public/CROWN_BEACH___City_View2.jpg?itok=7-WeJyKW,https://upload.wikimedia.org/wikipedia/commons/5/5a/Crown_Beach.JPG,,
Point Pinole Regional Shoreline,"Point Pinole, Richmond","5551 Giant Hwy, Richmond, CA 94806",Picnic Area,100,1-888-327-2757,https://www.ebparks.org/recreation/picnics/point-pinole-picnic-areas,37.9930,-122.3570,https://www.ebparks.org/sites/default/files/styles/short_hero_800_x_686_/public/16x9_Point%20Pinole_Marc%20Crumpler.jpg?h=0362035c&itok=ZFnEOqEX,https://www.ebparks.org/sites/default/files/styles/original_800w_/public/GiantCluster.jpg?itok=L9zQQ2t9,https://upload.wikimedia.org/wikipedia/commons/9/93/Eel_grass%2C_Point_Pinole_Regional_Shoreline%2C_beach.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3f/Point_pinole_lagoon.jpg,,
Contra Loma Regional Park,"Contra Loma, Antioch","1200 Frederickson Ln, Antioch, CA 94509",Picnic Area,200,1-888-327-2757,https://www.ebparks.org/recreation/picnics/contra-loma-picnic-areas-antioch,37.9682,-121.7825,https://www.ebparks.org/sites/default/files/styles/short_hero_800_x_686_/public/16x9_Contra%20Loma_Jerry%20Ting.jpg?h=36b2543c&itok=QrkkgPNE,https://www.ebparks.org/sites/default/files/styles/16x9_300w/public/CONTRA_LOMA___CattailCove.jpg?h=def3cf70&itok=EJ3OBQKN,https://upload.wikimedia.org/wikipedia/commons/f/f6/Contra_Loma_Regional_Park_in_summer_2024.jpg,,,
Kennedy Grove Picnic Areas,"Kennedy Grove, El Sobrante","6531 San Pablo Dam Rd, El Sobrante, CA 94803",Picnic Area,100,1-888-327-2757,https://www.ebparks.org/recreation/picnics/kennedy-grove-picnic-areas,37.9350,-122.2920,https://www.ebparks.org/sites/default/files/styles/short_hero_800_x_686_/public/16x9_Kennedy%20Grove_Marc%20Crumpler.jpg?h=5106d06d&itok=y9N33Acg,https://www.ebparks.org/sites/default/files/styles/original_800w_/public/AbbieLane.jpg?itok=kZlGfTqn,https://www.ebparks.org/sites/default/files/styles/original_800w_/public/ClancysPlace.jpg?itok=jEfOvuC8,,,
Little Hills Events,"Las Trampas Wilderness, San Ramon","18013 Bollinger Canyon Rd, San Ramon, CA 94583",Event Venue,500,(510) 754-9877,https://www.littlehillsevents.com/,37.8098,-122.0119,https://images.squarespace-cdn.com/content/v1/5eb7e05667df791671dda1fd/1620233019455-7P6Q4UPQK06FHMPJDVPD/Little+Hills+Events+Wedding+Venue+San+Ramon+California.jpg,https://images.squarespace-cdn.com/content/v1/5eb7e05667df791671dda1fd/1620233019418-QYWQ4G6UO5R8HQKM3TVT/Little+Hills+Events.jpg,https://images.squarespace-cdn.com/content/v1/5eb7e05667df791671dda1fd/1620233019401-UFQV4PY3HXZP9ONWKYZZ/outdoor-wedding-venue.jpg,,,
The Bridge Yard,"Oakland Waterfront, Oakland","210 Burma Rd, Oakland, CA 94607",Event Venue,2500,(510) 274-1282,https://www.thebridgeyard.com/venue,37.8146,-122.3495,https://images.squarespace-cdn.com/content/v1/58c9e2a86a49632e4df7e7f9/1617891261989-1TQVF5YN9QCWCQKWQQ0J/Bridge+Yard+Interior.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bc/Bay_Bridge_from_Oakland.jpg,,,,
Joaquin Miller Park,"3594 Sanborn Dr, Oakland","3594 Sanborn Dr, Oakland, CA 94602",Park/Amphitheater,200,(510) 238-7275,https://www.oaklandca.gov/services/rentals-and-reservations,37.8127,-122.1948,https://upload.wikimedia.org/wikipedia/commons/e/eb/Woodminster_Memorial_Amphitheatre_in_Joaquin_Miller_Park%2C_Oakland%2C_Calif_%2874118%29.jpg,https://upload.wikimedia.org/wikipedia/commons/3/37/Joaquin_Miller_Park%2C_Oakland%2C_CA_May_2013.JPG,https://upload.wikimedia.org/wikipedia/commons/b/b5/The_Cascade_Waterfall.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a3/San_Francisco%2C_Oakland%2C_and_San_Francisco_Bay_from_Joaquin_Miller_Park%2C_Oakland%2C_California%2C_US.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b7/Joaquin_Miller_House_%28Oakland%2C_CA%29.JPG,
Stern Grove,"19th Ave & Sloat Blvd, San Francisco","19th Ave & Sloat Blvd, San Francisco, CA 94132",Amphitheater/Picnic Area,4000+,(415) 831-5500,https://sfrecpark.org/426/Picnic-Rentals,37.7375,-122.4718,https://upload.wikimedia.org/wikipedia/commons/3/30/Stern_Grove_%284427380925%29.jpg,https://upload.wikimedia.org/wikipedia/commons/9/90/Stern_Grove_%284428145226%29.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0d/Stern_Grove_%284428145396%29.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1e/Trocadero_Clubhouse%2C_Stern_Grove.jpg,,
Golden Gate Park Picnic Areas,"Golden Gate Park, San Francisco","50 Hagiwara Tea Garden Dr, San Francisco, CA 94118",Picnic Area,400+,(415) 831-5500,https://sfrecpark.org/426/Picnic-Rentals,37.7694,-122.4686,https://upload.wikimedia.org/wikipedia/commons/b/b7/Golden_Gate_Park_San_Francisco_December_2016_006.jpg,https://upload.wikimedia.org/wikipedia/commons/1/15/Golden_Gate_Park_San_Francisco_December_2016_008.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a8/Golden_Gate_Park_San_Francisco_December_2016_009.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0f/San_Francisco_%28California%2C_USA%29%2C_Golden_Gate_Park_--_2012_--_4221.jpg,,
Marin Art and Garden Center,"30 Sir Francis Drake Blvd, Ross","30 Sir Francis Drake Blvd, Ross, CA 94957",Event Venue,300,(415) 455-5260,https://maringarden.org/booking-information/,37.9625,-122.5550,https://upload.wikimedia.org/wikipedia/commons/d/db/Marin_Art_and_Garden_Center_Octogon_House_and_Fountain_Pond.jpg,https://upload.wikimedia.org/wikipedia/commons/7/75/Marin_Art_and_Garden_Center_gazebo.jpg,https://upload.wikimedia.org/wikipedia/commons/9/90/Marin_Art_and_Garden_Center_flagpole.jpg,,,
China Camp State Park,"China Camp, San Rafael","730 N San Pedro Rd, San Rafael, CA 94903",Picnic Area,200,(415) 456-0766,https://friendsofchinacamp.org/visit-the-park/weddings_and_celebrations/,38.0020,-122.4870,https://upload.wikimedia.org/wikipedia/commons/d/d8/Fishing_boat_at_China_Camp.jpg,https://upload.wikimedia.org/wikipedia/commons/6/69/China_Camp_247_N_San_Pedro_Rd_San_Rafael_CA_3-21-2010_4-39-54_PM.JPG,https://upload.wikimedia.org/wikipedia/commons/1/10/China_Camp_Shrimp_Flying_A.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9f/The_picnic_area_at_China_Camp_in_San_Rafael.jpg,https://upload.wikimedia.org/wikipedia/commons/2/22/The_picnic_area_at_China_Camp_in_San_Rafael_looking_out_at_Island.jpg,
Angel Island State Park,"Angel Island, Tiburon","Angel Island, Tiburon, CA 94920",Event Venue,250,(925) 412-0541,https://angelisland.com/group-events-weddings/,37.8610,-122.4325,https://upload.wikimedia.org/wikipedia/commons/3/30/Angel_Island_%28California%29.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Angel_Island_State_Park.jpg,,,,
Presidio Tunnel Tops East Meadow,"Presidio, San Francisco","211 Lincoln Blvd, San Francisco, CA 94129",Outdoor Lawn Venue,500,outdoorevents@presidiotrust.gov,https://presidio.gov/venues/east-meadow-venue,37.8039,-122.4571,https://wp.presidio.gov/wp-content/uploads/2023/06/Presidio_Spring_23_0195-1.jpg,https://upload.wikimedia.org/wikipedia/commons/0/00/Golden_Gate_San_Francisco_2014_%2814556137186%29.jpg,,,,
Main Parade Lawn,"Presidio, San Francisco","103 Montgomery St, San Francisco, CA 94129",Outdoor Lawn Venue,6000,outdoorevents@presidiotrust.gov,https://presidio.gov/venues/main-parade-lawn-venue,37.7997,-122.4554,https://upload.wikimedia.org/wikipedia/commons/7/73/Fort_Mason_Center_and_Downtown_San_Francisco.jpg,,,,,
Log Cabin at the Presidio,"Presidio, San Francisco","1299 Storey Ave, San Francisco, CA 94129",Event Venue,250,(415) 561-4200,https://presidio.gov/venues/log-cabin-at-the-presidio,37.7990,-122.4680,,,,,,
Golden Gate Club,"Presidio, San Francisco","135 Fisher Loop, San Francisco, CA 94129",Event Venue,300,(415) 561-4200,https://presidio.gov/venues/golden-gate-club,37.7994,-122.4586,,,,,,
Yerba Buena Gardens,"SoMa, San Francisco","750 Howard St, San Francisco, CA 94103",Outdoor Event Space,1000 seated / 5000 standing,rentals@ybgfestival.org,https://yerbabuenagardens.org/plan-an-event/,37.7848,-122.4027,https://upload.wikimedia.org/wikipedia/commons/e/e6/Yerba_Buena_Gardens_-_San_Francisco.jpg,,,,,
Preservation Park,Downtown Oakland,"1233 Preservation Park Way, Oakland, CA 94612",Event Venue,500,(510) 874-7581,https://preservationpark.com/booking,37.8068,-122.2726,,,,,,
Dunsmuir Hellman Historic Estate,"Oakland Hills, Oakland","2960 Peralta Oaks Ct, Oakland, CA 94605",Estate/Garden Venue,300,(510) 615-5555,https://www.dunsmuirhellman.com/,37.7428,-122.1411,https://upload.wikimedia.org/wikipedia/commons/5/5c/Dunsmuir_House_01.jpg,,,,,
Shadow Cliffs Regional Recreation Area,"Shadow Cliffs, Pleasanton","2500 Stanley Blvd, Pleasanton, CA 94566",Picnic Area,200,1-888-327-2757,https://www.ebparks.org/recreation/picnics/shadow-cliffs-picnic-areas,37.6694,-121.8394,https://www.ebparks.org/sites/default/files/styles/short_hero_800_x_686_/public/16x9_Shadow%20Cliffs_Jerry%20Ting.jpg?h=854a7be2&itok=wCwWOUZh,,,,,
Lake Chabot Picnic Areas,"Lake Chabot, Castro Valley","9999 Lake Chabot Rd, Castro Valley, CA 94546",Picnic Area,200,1-888-327-2757,https://www.ebparks.org/recreation/picnics/lake-chabot-picnic-areas,37.7255,-122.1145,https://upload.wikimedia.org/wikipedia/commons/8/89/Anthony_Chabot_Family_Campground_view_of_Lake_Chabot.jpg,,,,,
Cull Canyon Regional Recreation Area,"Cull Canyon, Castro Valley","18825 Cull Canyon Rd, Castro Valley, CA 94552",Picnic Area,100,1-888-327-2757,https://www.ebparks.org/recreation/picnics/cull-canyon,37.7540,-122.0840,https://www.ebparks.org/sites/default/files/styles/short_hero_800_x_686_/public/16x9_Cull%20Canyon_Marc%20Crumpler.jpg,,,,,
Garin/Dry Creek Pioneer Regional Parks,"Garin Regional Park, Hayward","1320 Garin Ave, Hayward, CA 94544",Picnic Area,100+,1-888-327-2757,https://www.ebparks.org/recreation/picnics/garin-dry-creek-picnic-areas,37.5792,-122.0360,,,,,,
San Pablo Reservoir,"San Pablo Dam, El Sobrante","7301 San Pablo Dam Rd, El Sobrante, CA 94803",Picnic Area,100/site (4 sites),(510) 223-1661,https://www.ebmud.com/recreation/east-bay/san-pablo-reservoir,37.9375,-122.2815,,,,,,
Lafayette Reservoir,"Lafayette, CA","3849 Mt Diablo Blvd, Lafayette, CA 94549",Picnic Area,250,1-866-403-2683,https://www.ebmud.com/store/recreation/reservations/lafayette,37.8857,-122.1443,,,,,,
Concord Community Park,"Concord, CA","3501 Cowell Rd, Concord, CA 94518",Picnic Area,240,(925) 671-3404,https://www.cityofconcord.org/440/Picnic-Sites,37.9582,-122.0256,,,,,,
Heather Farm Park (Gardens at Heather Farm),"Walnut Creek, CA","1540 Marchbanks Dr, Walnut Creek, CA 94598",Event Venue/Garden,150,(925) 947-1678,https://gardensatheatherfarm.org/,37.9100,-122.0450,,,,,,
